iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
1977,35.685826,139.756684,No summary available,1,1,1,3,Tribal Battlefront,
1977,35.685826,139.756684,No summary available,1,1,1,3,Tribal Battlefront,
1977,35.685826,139.756684,No summary available,1,1,1,3,Tribal Battlefront,
1977,43.492949,-1.474841,No summary available,1,1,1,3,Basque Rectitudes,0
1977,43.492949,-1.474841,No summary available,1,1,1,3,Basque Rectitudes,0
1977,43.066466,-2.489145,No summary available,1,1,0,1,Basque Fatherland and Freedom (ETA),1
1977,44.407062,8.933989,No summary available,1,1,1,6,Red Brigades,
1977,40.416691,-3.700345,No summary available,1,1,1,3,First of October Antifascist Resistance Group (GRAPO),0
1977,40.922512,9.486855,No summary available,1,1,0,3,Unknown,0
1977,41.89052,12.494249,No summary available,1,1,1,7,Red Brigades,0
1977,41.214436,9.407588,No summary available,1,1,0,2,Armed Proletarian Power,0
1977,41.214436,9.407588,No summary available,1,1,0,2,Armed Proletarian Power,0
1977,41.214436,9.407588,No summary available,1,1,0,2,Armed Proletarian Power,0
1977,41.214436,9.407588,No summary available,1,1,0,2,Armed Proletarian Power,0
1977,41.214436,9.407588,No summary available,1,1,0,2,Armed Proletarian Power,0
1977,54.077313,-6.608787,No summary available,1,1,0,1,Irish Republican Army (IRA),1
1977,54.597269,-5.930109,No summary available,1,1,1,3,Irish Republican Army (IRA),1
1977,54.077313,-6.608787,No summary available,1,1,0,2,Irish Republican Army (IRA),1
1977,4.601378,-74.076664,No summary available,1,1,1,3,Unknown,0
1977,18.402807,-66.050137,"1/3/1977: Police officers defused two time bombs at the ROTC building at the University of Puerto Rico in San Juan, Puerto Rico, fifteen minutes before the bombs were set to explode.  Though the perpetrator(s) are unknown, this incident is suspected to have coincided with the statehood controversy and the swearing in of Puerto Rico's new Governor, Carlos Romero Barcelo, who had been receiving threats that a bomb campaign would coincide with the new administration.  The Lolita Lebron Puerto Rican Liberation Command claimed credit for this incident.",1,1,1,3,Lolita Lebron Puerto Rican Liberation Command,0
1977,48.856614,2.352222,No summary available,1,1,1,1,Unknown,1
1977,43.256963,-2.923441,No summary available,1,1,1,6,Basque Fatherland and Freedom (ETA),0
1977,50.775439,6.08151,No summary available,1,1,1,7,Unknown,
1977,51.213924,6.780691,No summary available,1,1,1,3,Unknown,
1977,52.372068,9.735686,No summary available,1,1,1,7,Unknown,
1977,50.583753,8.677741,No summary available,1,1,0,3,Revolutionary Cells,0
1977,37.97918,23.716647,No summary available,1,1,1,7,First of October Antifascist Resistance Group (GRAPO),0
1977,28.124824,-15.430008,No summary available,1,1,1,3,Canary Islands Independence Movement,0
1977,47.557421,7.592573,No summary available,1,1,1,9,Unknown,0
1977,43.143332,-2.962985,No summary available,1,1,1,6,Basque Fatherland and Freedom (ETA),0
1977,43.220496,-2.733236,No summary available,1,1,1,6,Basque Fatherland and Freedom (ETA),0
1977,48.208174,16.373819,No summary available,1,1,1,7,Unknown,
1977,22.347537,91.812332,No summary available,1,1,1,3,Unknown,0
