iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
2003,43.239931,46.006981,"01/01/2003: In the village of Oktyabr, Chechnya; an unknown number of assailants attacked a district police post temporarily located in a private residence leaving a policeman and the owner of the house dead. The perpetrators were presumed to be members of a bandit group active in Chechnya's Kurchaloi district.",1,1,1,2,Unknown,2
2003,0.280373,-76.926854,"01/01/2003: Guerrillas of the 48th Front of the Fuerzas Armadas Revolucionarias de Colombia (FARC) were accused of planting eleven explosive charges on the Trans-Andean Pipeline between the villages of Puerto Colon and San Miguel, and in the Balestra region. The explosions resulted in the pipeline being shut down while technicians of the Colombian Petroleum Enterprise (Ecopetrol) replaced the damaged pipes.",1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
2003,0.280373,-76.926854,"01/01/2003: Guerrillas of the 48th Front of the Fuerzas Armadas Revolucionarias de Colombia (FARC) were accused of planting eleven explosive charges on the Trans-Andean Pipeline between the villages of Puerto Colon and San Miguel, and in the Balestra region. The explosions resulted in the pipeline being shut down while technicians of the Colombian Petroleum Enterprise (Ecopetrol) replaced the damaged pipes.",1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
2003,0.280373,-76.926854,"01/01/2003: Guerrillas of the 48th Front of the Fuerzas Armadas Revolucionarias de Colombia (FARC) were accused of planting eleven explosive charges on the Trans-Andean Pipeline between the villages of Puerto Colon and San Miguel, and in the Balestra region. The explosions resulted in the pipeline being shut down while technicians of the Colombian Petroleum Enterprise (Ecopetrol) replaced the damaged pipes.",1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
2003,0.280373,-76.926854,"01/01/2003: Guerrillas of the 48th Front of the Fuerzas Armadas Revolucionarias de Colombia (FARC) were accused of planting eleven explosive charges on the Trans-Andean Pipeline between the villages of Puerto Colon and San Miguel, and in the Balestra region. The explosions resulted in the pipeline being shut down while technicians of the Colombian Petroleum Enterprise (Ecopetrol) replaced the damaged pipes.",1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
2003,0.280373,-76.926854,"01/01/2003: Guerrillas of the 48th Front of the Fuerzas Armadas Revolucionarias de Colombia (FARC) were accused of planting eleven explosive charges on the Trans-Andean Pipeline between the villages of Puerto Colon and San Miguel, and in the Balestra region. The explosions resulted in the pipeline being shut down while technicians of the Colombian Petroleum Enterprise (Ecopetrol) replaced the damaged pipes.",1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
2003,0.280373,-76.926854,"01/01/2003: Guerrillas of the 48th Front of the Fuerzas Armadas Revolucionarias de Colombia (FARC) were accused of planting eleven explosive charges on the Trans-Andean Pipeline between the villages of Puerto Colon and San Miguel, and in the Balestra region. The explosions resulted in the pipeline being shut down while technicians of the Colombian Petroleum Enterprise (Ecopetrol) replaced the damaged pipes.",1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
2003,0.280373,-76.926854,"01/01/2003: Guerrillas of the 48th Front of the Fuerzas Armadas Revolucionarias de Colombia (FARC) were accused of planting eleven explosive charges on the Trans-Andean Pipeline between the villages of Puerto Colon and San Miguel, and in the Balestra region. The explosions resulted in the pipeline being shut down while technicians of the Colombian Petroleum Enterprise (Ecopetrol) replaced the damaged pipes.",1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
2003,0.280373,-76.926854,"01/01/2003: Guerrillas of the 48th Front of the Fuerzas Armadas Revolucionarias de Colombia (FARC) were accused of planting eleven explosive charges on the Trans-Andean Pipeline between the villages of Puerto Colon and San Miguel, and in the Balestra region. The explosions resulted in the pipeline being shut down while technicians of the Colombian Petroleum Enterprise (Ecopetrol) replaced the damaged pipes.",1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
2003,0.280373,-76.926854,"01/01/2003: Guerrillas of the 48th Front of the Fuerzas Armadas Revolucionarias de Colombia (FARC) were accused of planting eleven explosive charges on the Trans-Andean Pipeline between the villages of Puerto Colon and San Miguel, and in the Balestra region. The explosions resulted in the pipeline being shut down while technicians of the Colombian Petroleum Enterprise (Ecopetrol) replaced the damaged pipes.",1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
2003,0.280373,-76.926854,"01/01/2003: Guerrillas of the 48th Front of the Fuerzas Armadas Revolucionarias de Colombia (FARC) were accused of planting eleven explosive charges on the Trans-Andean Pipeline between the villages of Puerto Colon and San Miguel, and in the Balestra region. The explosions resulted in the pipeline being shut down while technicians of the Colombian Petroleum Enterprise (Ecopetrol) replaced the damaged pipes.",1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
2003,0.280373,-76.926854,"01/01/2003: Guerrillas of the 48th Front of the Fuerzas Armadas Revolucionarias de Colombia (FARC) were accused of planting eleven explosive charges on the Trans-Andean Pipeline between the villages of Puerto Colon and San Miguel, and in the Balestra region. The explosions resulted in the pipeline being shut down while technicians of the Colombian Petroleum Enterprise (Ecopetrol) replaced the damaged pipes.",1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
