iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
1986,59.332788,18.064488,"2/28/1986: Prime Minister Olof Palme was shot and killed after leaving a movie with his wife in Stockholm, Sweden.  An unknown gunmen shot Mr. Palme twice at close range and also shot at his wife.  His wife was only slightly injured. One person was convicted of the murder, but the ruling was overturned upon appeal.  Over 130 people have claimed responsibility for the crime, but none of those claims have been deemed credible by authorities.  The case remains unsolved.",0,1,1,2,Unknown,1
1986,,,No summary available,1,1,1,6,Tamils,
1986,48.856614,2.352222,No summary available,1,1,1,3,Unknown,0
1986,31.766496,35.21172,No summary available,1,1,0,3,Unknown,0
1986,-13.163874,-74.223564,No summary available,1,1,1,3,Shining Path (SL),0
1986,-13.163874,-74.223564,No summary available,1,1,1,3,Shining Path (SL),0
1986,-12.046378,-77.042791,No summary available,1,1,1,3,Shining Path (SL),0
1986,-12.046378,-77.042791,No summary available,1,1,1,3,Shining Path (SL),0
1986,-12.046378,-77.042791,No summary available,1,1,1,3,Shining Path (SL),0
1986,11.76667,-86.35,No summary available,1,1,0,2,Nicaraguan Democratic Force (FDN),5
1986,-9.823807,-76.684853,No summary available,0,1,1,2,Unknown,1
1986,-12.046378,-77.042791,No summary available,1,1,1,2,Shining Path (SL),0
1986,-6.465996,-78.942078,No summary available,1,1,1,1,Shining Path (SL),1
1986,54.347539,-6.656108,No summary available,1,1,1,3,Irish Republican Army (IRA),2
1986,,,No summary available,1,1,1,8,Tamils,0
1986,-6.774056,-79.843559,No summary available,1,1,1,5,Shining Path (SL),0
1986,-12.046378,-77.042791,No summary available,1,1,1,3,Shining Path (SL),0
1986,-12.707508,-75.969184,No summary available,1,1,1,3,Shining Path (SL),0
1986,-12.707508,-75.969184,No summary available,1,1,1,3,Shining Path (SL),0
1986,-9.823807,-76.684853,No summary available,1,1,1,2,Shining Path (SL),1
1986,16.577417,121.18913,No summary available,1,1,1,6,New People's Army (NPA),1
