iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
1983,-29.658879,30.855026,No summary available,1,1,1,3,Unknown,
1983,51.500152,-0.126236,No summary available,1,1,1,3,Jewish Defense League (JDL),0
1983,52.370216,4.895168,No summary available,1,1,1,7,Autonomy Front,
1983,-12.939782,-74.247478,No summary available,1,1,1,7,Shining Path (SL),0
1983,-12.939963,-74.24759,No summary available,1,1,1,3,Unknown,
1983,-12.046378,-77.042791,No summary available,1,1,1,3,Shining Path (SL),0
1983,-12.046378,-77.042791,No summary available,1,1,1,3,Shining Path (SL),0
1983,-12.052436,-77.077693,No summary available,1,1,1,3,Unknown,
1983,-12.229805,-76.859574,No summary available,1,1,1,3,Unknown,
1983,-12.046378,-77.042791,No summary available,1,1,1,3,Unknown,0
1983,,,No summary available,1,1,1,3,Unknown,
1983,-13.18579,-74.225461,No summary available,1,1,0,3,Unknown,
1983,-12.046378,-77.042791,No summary available,1,1,0,3,Unknown,
1983,-12.046378,-77.042791,No summary available,1,1,1,3,Unknown,
1983,-12.046378,-77.042791,No summary available,1,1,1,9,Unknown,0
1983,41.591369,9.278311,No summary available,1,1,1,3,Unknown,0
1983,41.918978,8.738384,No summary available,1,1,1,3,Unknown,
1983,41.918979,8.738385,No summary available,1,1,1,3,Corsican National Liberation Front (FLNC),0
1983,41.785303,8.980413,No summary available,1,1,1,3,Corsican National Liberation Front (FLNC),
1983,13.69288,-89.199161,No summary available,1,1,1,3,Farabundo Marti National Liberation Front (FMLN),0
1983,13.69288,-89.199161,No summary available,1,1,1,3,Farabundo Marti National Liberation Front (FMLN),0
1983,13.69288,-89.199161,No summary available,1,1,1,3,Farabundo Marti National Liberation Front (FMLN),0
1983,,,No summary available,1,1,1,6,Contras,
1983,54.103436,-6.193593,No summary available,1,1,1,1,Irish Republican Army (IRA),2
1983,-8.347819,-77.389501,No summary available,1,1,1,1,Shining Path (SL),1
1983,-13.112405,-74.099228,No summary available,1,1,1,1,Shining Path (SL),1
1983,15.72003,-88.598269,No summary available,1,1,1,7,Unknown,0
1983,14.364182,-90.204795,No summary available,1,1,0,9,Unknown,14
1983,33.888629,35.495479,No summary available,1,1,0,2,Palestinians,0
1983,,,No summary available,1,1,0,2,Contras,2
1983,,,No summary available,1,1,1,7,Contras,
1983,54.077313,-6.608787,No summary available,1,1,0,3,Irish Republican Army (IRA),0
1983,18.5391667,-72.335,No summary available,1,1,1,3,Hector Rio De Brigade,4
1983,-7.046556,-79.059533,No summary available,1,1,1,3,Shining Path (SL),18
1983,-10.342906,-76.291959,No summary available,1,1,1,2,Shining Path (SL),1
1983,-10.342906,-76.291959,No summary available,1,1,1,2,Shining Path (SL),
1983,-6.875968,-79.922097,No summary available,1,1,1,9,Unknown,
1983,-16.409501,-71.537384,No summary available,1,1,1,5,Unknown,
1983,-12.939782,-74.247478,No summary available,1,1,1,7,Shining Path (SL),0
1983,34.004689,36.21104,No summary available,1,1,1,1,Unknown,0
1983,0.49765,-76.49768,No summary available,1,1,0,9,M-19 (Movement of April 19),1
1983,6.339722,-73.616944,No summary available,1,1,1,2,Revolutionary Armed Forces of Colombia (FARC),3
1983,33.562839,35.36887,No summary available,1,1,0,2,Palestinians,
1983,33.562839,35.36887,No summary available,1,1,0,3,Unknown,
1983,-14.31884,-74.378173,No summary available,1,1,1,3,Shining Path (SL),
1983,-14.31884,-74.378173,No summary available,1,1,1,3,Shining Path (SL),
1983,3.99759,-74.4995,No summary available,1,1,1,6,Unknown,
1983,7.06749,-73.16942,No summary available,1,0,1,1,National Liberation Army of Colombia (ELN),1
1983,43.256963,-2.923441,No summary available,1,1,1,1,Basque Fatherland and Freedom (ETA),1
1983,13.9572222,-89.1897222,No summary available,1,1,1,7,Farabundo Marti National Liberation Front (FMLN),
1983,13.9572222,-89.1897222,No summary available,1,1,1,7,Farabundo Marti National Liberation Front (FMLN),
1983,13.536835,-88.780584,No summary available,1,1,0,2,Farabundo Marti National Liberation Front (FMLN),9
1983,31.532569,35.099826,No summary available,1,1,1,3,Jewish Terror,0
1983,31.768092,35.160944,No summary available,1,1,1,3,Jewish Terror,0
1983,33.888629,35.495479,No summary available,1,1,1,6,Unknown,1
1983,41.91898,8.738386,No summary available,1,1,1,1,Corsican Revolutionary Brigade,0
1983,-13.163874,-74.223564,No summary available,1,1,1,1,Shining Path (SL),1
1983,13.344322,-88.437463,No summary available,1,1,1,2,Farabundo Marti National Liberation Front (FMLN),4
1983,13.344322,-88.437463,No summary available,1,1,0,2,Farabundo Marti National Liberation Front (FMLN),
1983,42.005007,8.920081,No summary available,1,1,1,3,Corsican Revolutionary Brigade,
1983,42.005007,8.920081,No summary available,1,1,1,7,Corsican Revolutionary Brigade,
1983,13.69288,-89.199161,No summary available,1,1,1,6,Unknown,
1983,-13.163874,-74.223564,No summary available,1,1,1,9,Shining Path (SL),
1983,-10.342906,-76.291959,No summary available,1,1,0,2,Shining Path (SL),17
1983,43.320812,-1.984447,No summary available,1,1,1,3,Basque Fatherland and Freedom (ETA),0
1983,18.5391667,-72.335,No summary available,1,1,1,3,Unknown,0
1983,18.5391667,-72.335,No summary available,1,1,1,3,Unknown,0
1983,31.532569,35.099826,No summary available,1,1,1,3,Unknown,0
1983,33.888629,35.495479,No summary available,1,1,0,3,Lebanese National Resistance Front,0
1983,33.838543,35.529961,No summary available,1,1,0,3,Unknown,2
1983,14.624422,-90.53288,No summary available,1,1,1,6,Unknown,0
1983,6.2675,-75.568611,No summary available,1,1,1,1,Death to Kidnappers (MAS),6
1983,54.99451,-7.319996,No summary available,1,1,1,1,Irish Republican Army (IRA),0
1983,-13.163874,-74.223564,No summary available,1,1,1,1,Shining Path (SL),0
1983,8.0356,-73.8834,No summary available,1,1,1,2,Unknown,6
1983,0.49765,-76.49768,No summary available,1,1,0,2,M-19 (Movement of April 19),6
1983,,,No summary available,1,1,0,2,Farabundo Marti National Liberation Front (FMLN),
1983,13.56667,-88.6,No summary available,1,1,0,2,Farabundo Marti National Liberation Front (FMLN),
1983,-13.054167,-74.139167,No summary available,1,1,1,2,Shining Path (SL),
1983,-13.049128,-74.137974,No summary available,1,1,1,2,Shining Path (SL),
1983,13.69288,-89.199161,No summary available,1,1,1,3,Farabundo Marti National Liberation Front (FMLN),
1983,13.69288,-89.199161,No summary available,1,1,1,3,Farabundo Marti National Liberation Front (FMLN),
1983,13.69288,-89.199161,No summary available,1,1,1,3,Farabundo Marti National Liberation Front (FMLN),
1983,-13.163874,-74.223564,No summary available,1,1,1,1,Shining Path (SL),1
1983,13.171829,-88.170245,No summary available,1,1,0,2,Farabundo Marti National Liberation Front (FMLN),1
1983,54.103436,-6.193593,No summary available,1,1,1,2,Irish Republican Army (IRA),2
1983,15.587991,-91.676069,No summary available,1,1,1,1,Unknown,9
1983,-9.538854,-77.582718,No summary available,1,1,1,1,Unknown,2
1983,-5.848889,-79.444167,No summary available,1,1,1,1,Unknown,1
1983,13.49446,-88.530343,No summary available,1,1,0,2,Farabundo Marti National Liberation Front (FMLN),2
1983,13.933732,-89.025836,No summary available,1,1,0,2,Farabundo Marti National Liberation Front (FMLN),2
1983,15.375358,-90.429168,No summary available,1,1,0,2,Unknown,4
1983,15.498381,-90.982067,No summary available,1,1,0,2,Unknown,5
1983,,,No summary available,1,1,1,2,Contras,2
1983,33.841552,35.54937,No summary available,1,1,0,3,Palestinians,1
1983,-12.286658,-74.874104,No summary available,1,1,1,7,Shining Path (SL),
1983,43.420422,-2.722158,No summary available,1,1,0,1,Basque Fatherland and Freedom (ETA),2
1983,13.738762,-89.054916,No summary available,1,1,1,1,Unknown,0
1983,32.075011,34.787765,No summary available,1,1,1,3,Unknown,0
1983,-12.093737,-77.062231,No summary available,1,1,1,5,Shining Path (SL),0
1983,-13.163874,-74.223564,No summary available,1,1,1,5,Unknown,
1983,54.597269,-5.930109,No summary available,1,1,1,1,Ulster Freedom Fighters (UFF),1
1983,,,No summary available,1,1,1,3,Unknown,5
1983,31.532569,35.099826,No summary available,1,1,1,7,Jewish Terror,0
1983,31.532569,35.099826,No summary available,1,1,1,3,Jewish Terror,0
1983,32.22626,35.260741,No summary available,1,1,1,7,Jewish Terror,0
1983,0.869892,-73.841906,No summary available,1,1,1,6,Revolutionary Armed Forces of Colombia (FARC),
1983,14.107072,-89.072863,No summary available,1,1,1,2,Farabundo Marti National Liberation Front (FMLN),
1983,14.12458,-89.293171,No summary available,1,1,1,2,Farabundo Marti National Liberation Front (FMLN),
1983,14.316514,-89.171394,No summary available,1,1,1,2,Farabundo Marti National Liberation Front (FMLN),
1983,14.169631,-89.102686,No summary available,1,1,1,2,Farabundo Marti National Liberation Front (FMLN),
1983,14.04111,-88.938568,No summary available,1,1,1,2,Farabundo Marti National Liberation Front (FMLN),
1983,-13.163874,-74.223564,No summary available,1,1,1,3,Shining Path (SL),
1983,14.70208,-91.2506,No summary available,1,1,1,6,Unknown,
1983,34.411643,35.913528,No summary available,1,1,1,1,Unknown,1
1983,-13.163874,-74.223564,No summary available,1,1,1,3,Shining Path (SL),0
1983,-13.163874,-74.223564,No summary available,1,1,1,3,Shining Path (SL),0
