iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
1972,8.994269,-79.518792,No summary available,1,1,1,3,Unknown,0
1972,11.586558,122.753716,No summary available,1,1,1,3,Unknown,0
1972,,,No summary available,1,1,1,3,Popular Front for the Liberation of Palestine (PFLP),0
1972,43.15,-2.610278,No summary available,1,1,1,6,Basque Fatherland and Freedom (ETA),0
1972,-34.098808,-59.032291,No summary available,1,1,1,2,Montoneros (Argentina),
1972,54.597269,-5.930109,No summary available,1,1,0,1,Irish Republican Army (IRA),1
1972,42.88544,-78.878464,"1/5/1972: Unknown perpetrators detonated a bomb in the regional office of the State Correctional Services Department in Buffalo, New York, United States.  There were no casualties and it is unknown if the explosion caused any damage to the facility.  A second bomb discovered at the scene was subsequently deactivated.  This incident took place three months after the Attica Prison riots.",1,1,1,3,Left-Wing Militants,0
1972,32.715695,-117.161719,No summary available,1,1,1,1,Secret Army Organization,0
1972,37.777125,-122.419644,"1/7/1972: In a series of nine related incidents, Ronald Kaufman placed a time bomb in a security deposit box at Crocker Citizens National Bank in San Francisco, California, United States in July 1971.  Six months later, Kaufman sent an anonymous letter to various media outlets notifying the authorities of the location of the explosive device.  Subsequently, the bomb was discovered and removed.  Ronald Kaufman hoped to use this incident to show the government that he should be considered a serious threat.  He warned that he would plan bombings in the future to leverage the federal government into releasing political prisoners.",1,1,1,3,Left-Wing Militants,0
1972,37.777125,-122.419644,"1/7/1972: In a series of nine related incidents, Ronald Kaufman placed a time bomb in a security deposit box at a Wells Fargo Bank branch in San Francisco, California, United States in July 1971.  Six months later, Kaufman sent an anonymous letter to various media outlets notifying the authorities of the location of the explosive device.  Subsequently, the bomb was discovered and removed.  Ronald Kaufman hoped to use this incident to show the government that he should be considered a serious threat.  He warned that he would plan bombings in the future to leverage the federal government into releasing political prisoners.",1,1,1,3,Left-Wing Militants,0
1972,41.881975,-87.629377,"1/7/1972: In a series of nine related incidents, Ronald Kaufman placed a time bomb in a security deposit box at the First National Bank of Chicago, Illinois, United States in July 1971.  Six months later, Kaufman sent an anonymous letter to various media outlets notifying the authorities of the location of the explosive device.  Subsequently, the bomb was discovered and removed.  Ronald Kaufman hoped to use this incident to show the government that he should be considered a serious threat.  He warned that he would plan bombings in the future to leverage the federal government into releasing political prisoners.",1,1,1,3,Left-Wing Militants,0
1972,41.87563,-87.63165,"1/7/1972: In a series of nine related incidents, Ronald Kaufman placed a time bomb in a security deposit box at the Continental Illinois National Bank of Chicago, Illinois, United States in July 1971.  Six months later, Kaufman sent an anonymous letter to various media outlets notifying the authorities of the location of the explosive device.  Subsequently, the bomb was discovered and removed.  Ronald Kaufman hoped to use this incident to show the government that he should be considered a serious threat.  He warned that he would plan bombings in the future to leverage the federal government into releasing political prisoners.",1,1,1,3,Left-Wing Militants,0
