iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
1998,-3.318463,29.321132,"01/01/1998: Hutu Rebels attacked a Burundi military target at Bujumbura Airport. The attack resulted in 104 fatalities, including 100 perpetrators, and six injuries.",1,1,1,2,Hutus,104
1998,55.75,37.616667,"01/01/1998: In Russia, a small bomb hidden in a purse and left in an underground passage of the Moscow Metro system exploded, injuring three transportation workers. No group claimed responsibility for the attack.",1,1,1,3,Unknown,0
1998,54.597269,-5.930109,"01/01/1998: The breakaway Loyalist Volunteer Force (LVF) claimed responsibility for the murder of Eddie Trainor, a 31 year old Catholic, in Belfast, Northern Ireland. The victim was killed by machine gun fire. No one else was injured or killed in the attack.",1,1,1,2,Loyalist Volunteer Forces (LVF),1
1998,33.3,44.4,"01/02/1998: The United Nations Special Commission (UNSCOM) Office in Baghdad, Iraq, was attacked by unknown perpetrators, firing rockets. The building was damaged but nobody was injured in the attack.",1,1,1,3,Unknown,0
1998,31.995965,35.27111,"01/02/1998: An Israeli woman was critically wounded in the West Bank when a car she was riding in was raked with gunfire on a road winding between Palestinian villages. There was no claim of responsibility, but Islamic militants were suspected of this attack.",1,1,1,2,Unknown,0
1998,42.135812,21.717896,"01/04/1998: A bomb attack occurred on a police station in Kumanovo, Macedonia. The attack was believed to be linked to an explosion in Prilep on the same day. The Kosovo Liberation Army took responsibility for the attack, but the Macedonian authorities said it was highly unlikely that this group was the perpetrator. The number of those injured was not reported.",1,1,1,3,Kosovo Liberation Army (KLA),
1998,41.35173,21.56214,"01/04/1998: A bomb attack occurred on a police station in Prilep, Macedonia. The attack was believed to be linked to an explosion in Kumanovo on the same day. The Kosovo Liberation Army took responsibility for the attack, but the Macedonian authorities said it was highly unlikely that this group was the perpetrator. The number of those injured was not reported.",1,1,1,3,Kosovo Liberation Army (KLA),
1998,47.070714,15.439504,"01/05/1998: A letter bomb was sent to the Styrian Land Police Command, but the bomb failed to explode when opened. It was unclear who was responsible for the attack or what the attacker's precise motives were. It was also unclear if the bomb was actually meant to explode or not. There were no injuries as a result of this incident.",1,1,1,3,Unknown,0
1998,6.821806,-58.159218,"01/05/1998: Two bombs exploded outside a private television station in Georgetown, Guyana, injuring one person. The attack was believed to be a protest to the result of the elections in December 1997, which the People's Progressive Party (PPP) won. The television station was owned by a PPP supporter.",1,1,1,3,Unknown,0
1998,-2.080109,29.75988,"01/05/1998: In one of two related incidents, Hutu Rebels attacked the Nyabikenke Commune in Gitarama, Rwanda, killing fourteen and injuring two.",1,1,1,2,Hutus,14
