iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
2010,33.469444,69.620278,"01/01/2010: On Friday afternoon, in the Dwamand district of Khost, Afghanistan, four security guards for a road construction crew were killed when their vehicle struck a roadside bomb. The Taliban claimed responsibility.",1,1,1,3,Taliban,4
2010,33.697271,71.144852,"01/01/2010: On Friday, the residence of a pro-government tribal elder was blown up by pro-Taliban militants in Sturikhel area, Orakzai Agency, Federally Administered Tribal Areas, Pakistan. No causalities were reported. The residence was destroyed. No group claimed responsibility.",1,1,1,3,Tehrik-i-Taliban Pakistan (TTP),0
2010,24.961867,67.056885,"01/01/2010: On Friday, contradicting reports say that either a bomb covered in cement to look like a pavement block was planted or two men on a motorcycle threw a bag in Sector 14-B in Shadman Town No 2, North Nazimabad, Karachi, Pakistan. The five kilogram bomb consisted of nuts, air gun pellets, mobile phone connected with an electric circuit and Royal Demolition explosives (RDX) mixed with Potassium Chloride. Police defused the bomb before it could explode. Bomb disposal squad (BDS) senior official Munir Sheikh said that the bomb had a dual system as it had detonating code and electrical detonator too. East Zone Investigator, Irfan Bahadur, said that the high intensity bomb could not have been thrown by two men on a motorcycle because it would have exploded on contact with the ground and because there was a ban on pillio riding in the City. No casualties were reported. No group claimed responsibility.",1,1,1,3,Unknown,0
2010,34.856902,71.429936,"01/01/2010: On Friday late in the day, in one of three related attacks, around 50 unknown militants planted bombs in two schools for boys in Malangi area of Warh Mamond Tehsil, Bajaur, Federally Administered Tribal Areas, Pakistan. The five-room building of a primary school was destroyed completely and seven to eight rooms of the 14 or 15-room high school were destroyed. The militants then blew up a basic health unit the same way. No damages were reported in the attack on the health unit. No casualties were reported. No group claimed responsibility.",1,1,1,3,Unknown,0
2010,34.856902,71.429936,"01/01/2010: On Friday late in the day, in one of three related attacks, around 50 unknown militants planted bombs in two schools for boys in Malangi area of Warh Mamond Tehsil, Bajaur, Federally Administered Tribal Areas, Pakistan. The five-room building of a primary school was destroyed completely and seven to eight rooms of the 14 or 15-room high school were destroyed. The militants then blew up a basic health unit the same way. No damages were reported in the attack on the health unit. No casualties were reported. No group claimed responsibility.",1,1,1,3,Unknown,0
2010,34.856902,71.429936,"01/01/2010: On Friday late in the day, in one of three related attacks, around 50 unknown militants blew up a basic health unit after first planting bombs in two schools for boys in Malangi area of Warh Mamond Tehsil, Bajaur, Federally Administered Tribal Areas, Pakistan. The five-room building of a primary school was destroyed completely and seven to eight rooms of the 14 or 15-room high school were destroyed. No damages were reported in the attack on the health unit. No casualties were reported. No group claimed responsibility.",1,1,1,3,Unknown,0
2010,34.927925,72.415152,"01/01/2010: On Friday, Zakirullah, one of six boys who escaped the Taliban captivity on 01/08/2010 in the Gat Peochar area of Swat, North West Frontier Province, Pakistan, was kidnapped. All the boys are from Matta Tehsil and were kidnapped by the Taliban from their schools and homes on unreported dates. The boys were identified as Amanullah, Shah Hussain, Zakirullah, Hazrat Bilal, Ziaur Rahman and Rahmatullah and were between 12-16 years old. They reported that the militants told them that the security forces were not good people and Jihad against them had to be done. Once the boys got a chance, they ran away from the militant's hideout area and contacted the security forces. No group claimed responsibility.",1,1,1,6,Tehrik-i-Taliban Pakistan (TTP),0
2010,34.927925,72.415152,"01/01/2010: On Friday, Amanullah, one of six boys who escaped the Taliban captivity on 01/08/2010 in the Gat Peochar area of Swat, North West Frontier Province, Pakistan, was kidnapped. All the boys are from Matta Tehsil and were kidnapped by the Taliban from their schools and homes on unreported dates. The boys were identified as Amanullah, Shah Hussain, Zakirullah, Hazrat Bilal, Ziaur Rahman and Rahmatullah and were between 12-16 years old. They reported that the militants told them that the security forces were not good people and Jihad against them had to be done. Once the boys got a chance, they ran away from the militant's hideout area and contacted the security forces. No group claimed responsibility.",1,1,1,6,Tehrik-i-Taliban Pakistan (TTP),0
2010,34.927925,72.415152,"01/01/2010: On Friday, Hazrat Bilal, one of six boys who escaped the Taliban captivity on 01/08/2010 in the Gat Peochar area of Swat, North West Frontier Province, Pakistan, was kidnapped. All the boys are from Matta Tehsil and were kidnapped by the Taliban from their schools and homes on unreported dates. The boys were identified as Amanullah, Shah Hussain, Zakirullah, Hazrat Bilal, Ziaur Rahman and Rahmatullah and were between 12-16 years old. They reported that the militants told them that the security forces were not good people and Jihad against them had to be done. Once the boys got a chance, they ran away from the militant's hideout area and contacted the security forces. No group claimed responsibility.",1,1,1,6,Tehrik-i-Taliban Pakistan (TTP),0
2010,34.927925,72.415152,"01/01/2010: On Friday, Ziaur Rahman, one of six boys who escaped the Taliban captivity on 01/08/2010 in the Gat Peochar area of Swat, North West Frontier Province, Pakistan, was kidnapped. All the boys are from Matta Tehsil and were kidnapped by the Taliban from their schools and homes on unreported dates. The boys were identified as Amanullah, Shah Hussain, Zakirullah, Hazrat Bilal, Ziaur Rahman and Rahmatullah and were between 12-16 years old. They reported that the militants told them that the security forces were not good people and Jihad against them had to be done. Once the boys got a chance, they ran away from the militant's hideout area and contacted the security forces. No group claimed responsibility.",1,1,1,6,Tehrik-i-Taliban Pakistan (TTP),0
2010,34.927925,72.415152,"01/01/2010: On Friday, Rahmatullah, one of six boys who escaped the Taliban captivity on 01/08/2010 in the Gat Peochar area of Swat, North West Frontier Province, Pakistan, was kidnapped. All the boys are from Matta Tehsil and were kidnapped by the Taliban from their schools and homes on unreported dates. The boys were identified as Amanullah, Shah Hussain, Zakirullah, Hazrat Bilal, Ziaur Rahman and Rahmatullah and were between 12-16 years old. They reported that the militants told them that the security forces were not good people and Jihad against them had to be done. Once the boys got a chance, they ran away from the militant's hideout area and contacted the security forces. No group claimed responsibility.",1,1,1,6,Tehrik-i-Taliban Pakistan (TTP),0
2010,34.856902,71.429936,"01/01/2010: On Friday, an anti-Taliban tribal elder, Gulshali Khan, and five civilians were killed when pro-Taliban militants detonated a remote-controlled bomb targeting the tribal elder's vehicle in Mandal area of Salarzai sub-division, eight kilometers (five miles) west of Khar, in Bajaur Agency, Federally Administered Tribal Area, Pakistan. Khan was on his way to the Agency headquarters with the other five men. Local official, Naseeb Shah, confirmed the incident and deaths. It is the latest in a string of killings of respected tribal elders who have allied with the government against the Islamist extremists. No group has claimed responsibility for the attack, but the Taliban are suspected to be responsible.",1,1,1,3,Tehrik-i-Taliban Pakistan (TTP),6
2010,34.927925,72.415152,"01/01/2010: On Friday, Shah Hussain, one of six boys who escaped the Taliban captivity on 01/08/2010 in the Gat Peochar area of Swat, North West Frontier Province, Pakistan, was kidnapped. Shah Hussain (14), son of Alam Khan, managed to escape from the captivity of the militants and reached home in Khattakay area of Malakand Agency. He told reporters that unidentified persons riding a black color car had kidnapped him and administered him an injection after which he fell unconscious, and found himself in a strange place after regaining his senses. Hussain said that he was tied to a rope for four days and denied food. He claimed that the militants asked him to become a suicide bomber to hit a specific target, but he refused to comply with their orders. Hussain also told reporters that a woman had served him food in the absence of the Taliban and that she had helped him escape. All the boys are from Matta Tehsil and were kidnapped by the Taliban from their schools and homes on unreported dates. The other five boys were identified as Amanullah, Zakirullah, Hazrat Bilal, Ziaur Rahman and Rahmatullah and were between 12-16 years old. They reported that the militants told them that the security forces were not good people and Jihad against them had to be done. Once the boys got a chance, they ran away from the militant's hideout area and contacted the security forces. No group claimed responsibility.",1,1,1,6,Tehrik-i-Taliban Pakistan (TTP),0
