iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
2004,33.3,44.4,"04/11/2004: In Baghdad, Iraq, three Czech journalists were kidnapped by unidentified men, covering their faces with keffieh headscarves and carrying Kalashnikov rifles, who stopped their taxi, forced theminto a car and brought them to an unnamed village. There the hostages were interrogated about their nationality and whether they were with a Coalition. After the 90-minute questioning the hostages were brought to a shack in the middle of the desert and were kept there unharmed for five days, without any ransom demanded. The victims were released on April 16, 2004, with help from the Czech government and Sunni Muslim clerics.",1,1,1,6,Unknown,0
2004,34.083658,74.797368,"01/01/2004: A homemade explosive was detonated near a state sponsored peace rally in Srinagar, India. There are conflicting reports as to the specific target of the explosion. However, there was a high profile state sponsored peace rally not far from the actual location of the explosion. It seems the bomb was detonated prematurely, and the intended target was in fact the peace rally. The group affiliation of the perpetrator is unknown, however, Muslim groups protesting Indian control of Kashmir are suspected of involvement. The peace rally was an attempt to promote upcoming peace talks between India and Pakistan over the status of Kashmir.",1,1,1,3,Unknown,1
2004,31.483515,34.532152,"01/01/2004: Palestinian militants crossed into Israeli territory from the Gaza strip and fired a rocket at the Kfar Aza settlement, a small kibbutz on the outskirts of Sderot. The Popular Resistance Committees claimed responsibility for the attack through a website affiliated with HAMAS. The attack was said to be in retaliation to the Zionist occupation, however, no injuries were reported.",1,1,1,3,Popular Resistance Committees,0
2004,0.280373,-76.926854,"01/01/2004: Colombian guerrillas launched 11 coordinated attacks against separate oil installations throughout southwestern Colombia. Authorities suspect the Revolutionary Armed Forces of Colombia of committing the attacks. The rebels used explosives to disrupt the flow of oil through the state run pipeline, which transports 30,000 barrels of oil a day.",1,1,1,3,Revolutionary Armed Forces of Colombia (FARC),0
2004,32.726602,74.857026,"01/01/2004: Unidentified militants disguised themselves as Indian soldiers and attacked commuters at the Jammu rail station. The ensuing gun-battle lasted several hours with both perpetrators killed, as well as 4 Indian police. The attack comes one day before a regional summit on the status of Kashmir and is believed to be an effort to derail the summit. The attackers are suspected Muslim militants with potential ties to Pakistan.",1,1,1,2,Unknown,7
2004,33.792909,75.103907,"01/02/2004: In an attempt to attack Indo-Tibetan Border Police suspected Muslim rebels hurled a hand grenade at a military convoy as it was passing through Bijibehara, a town within Indian controlled Kashmir. The grenade missed and exploded near a busy highway injuring eight civilians. The highway links the dual capitals of Srinagar and Jammu, and has been a frequent site of separatist attacks against government forces.",1,1,1,3,Other,0
2004,23.231749,91.559612,"01/03/2004: A landmine was detonated at the Chaplingcherra border outpost in Southern Tripura, killing five Indian border guards. As the guards arrived at the outpost a remote detonation occurred. The mine was remotely detonated just as the soldiers exited a vehicle and was timed to inflict maximum casualties. The National Liberation Front of Tripura was suspected of being responsible for the attack. The outpost carries particular significance because of the NFLT's hopes for succession from India.",1,1,1,3,National Liberation Front of Tripura (NLFT),5
2004,7.374077,124.266678,"01/04/2004: Political rivals made an attempt on the life of Mayor Vivencio Bataga in Parang, Philippines using a homemade mortar bomb. The attack took place at a crowded sporting event where 22 were killed and 70 wounded. Mayor Bataga was among the wounded. The attacks were timed to prevent Bataga from running in upcoming elections.",1,1,1,1,Unknown,22
2004,6.190088,101.797961,"01/04/2004: Suspected Mujahideen Pattani militants attacked a total of 21 schools in southern Thailand with what was called military precision. The fire bombings were coordinated to be carried out simultaneously at all 21 locations. The attacks took place in the vicinity of an army installation. Once the schools had been destroyed the attackers moved on to raid near by army camp and fired on Thai troops, killing four. During the firefight over 100 automatic weapons, and ammunition, were stolen from the camp armory by the attackers. The attackers were believed to have connections with foreign terrorist groups linked with Al-Qa'ida and have possibly received military training from this connections. Schools were particularly significant to this attack because of the ongoing unrest in the area over the lack of governmental services in southern Thailand.",1,1,1,3,Mujahideen Islam Pattani,4
2004,3.585242,98.675598,01/04/2004: In the North Sumatran capital of Medan a bomb was thrown out of a moving vehicle in front of the local bus terminal. It detonated causing no injuries. It seems the attack was the work of an Acehnese organization that has been in hiding due to government crack downs in Aceh province.,1,1,1,3,Free Aceh Movement (GAM),0
2004,31.617667,65.675942,"01/05/2004: Unidentified gunmen hurled a bomb and opened fire at the office of the United Nations High Commissioner for Refugees in Kandahar, Afghanistan. No casualties were reported and no information on the perpetrators could be found. The bombing was a part of a series of attacks against UN buildings in Kandahar, a former Taliban stronghold.",1,1,1,3,Unknown,0
2004,30.292088,71.931244,"01/05/2004: Gunmen shot and killed a protestant priest in Khanewal, Pakistan. The body was found in the railway station of the central Pakistani town. No one claimed responsibility for the killing. This incident falls into a trend of violence against minority religious groups that make up approximately three percent of Pakistan's population.",1,1,1,2,Unknown,1
2004,7.933889,-72.500833,"01/05/2004: Right wing paramilitaries attacked four civilian villagers in El Salado, Colombia and accused the victims of sympathizing with left wing FARC rebels. The region was a hotbed for the production of illegal narcotics, both poppy and coca plantations were numerous. The paramilitary group and FARC constantly struggle for control of the region due to the presence of illegal crops.",1,1,1,9,Right-Wing Paramilitaries,4
2004,32.186077,67.017594,"01/05/2004: Suspected Taliban gunmen fired on a convoy of vehicles belonging to a Shelter for Life, a private aid agency, as it was traveling on the Kandahar-Kabul highway. One of the vehicles in the convoy was taken at gunpoint with the driver still inside, he was later released unharmed. The incident was a part of a growing trend of attacks on the cars traveling on the highway.",1,1,1,2,Taliban,0
2004,31.617667,65.675942,"01/06/2004: Two bombs went off in succession in the Manzalbaugh district of Kandahar, Afghanistan. The first bomb exploded in a small cart opposite a military base, injuring a child. As bystanders rushed to the aid of the injured youth a second much larger bomb went off. All tolled 15 were killed and another 30 injured in the dual blasts. A suspect was arrested and Taliban forces were most likely involved in their former southern stronghold.",1,1,1,3,Taliban,15
2004,33.717003,74.836092,"01/06/2004: Suspected Muslim militants attacked a car carrying a senior Indian police official in Shopiyan, India. Although the official escaped unharmed a civilian was killed in the ensuing crossfire between the guerillas and the officer's guards. The attack was carried out in spite of an agreement to begin peace talks over Kashmir, between the governments of India and Pakistan.",1,1,1,2,Other,1
