iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
1999,0.435951,-75.52767,"1/10/1999: Members of a right-wing death squad killed at least 20 civilians in a jungle-covered area in Putumayo province, Colombia.  The assailants believed that the victims were providing support to the Revolutionary Armed Forces of Colombia (FARC).  No group claimed responsibility for the attack.",1,1,1,2,Right-Wing Death Squad,20
1999,-12.765538,15.732861,"01/01/1999: A United Nations (UN) chartered C-130 cargo plane was hit by anti-aircraft fire and crashed 20 minutes after it took off from Huambo, Angola, about 300 miles southeast of Luanda. The aircraft had four UN workers and four crewmembers on board. The Angola government accused National Union for the Total Independence of Angola (UNITA) of carrying out this attack.",1,1,1,2,National Union for the Total Independence of Angola (UNITA),
1999,-33.925313,18.426329,"01/01/1999: A car bomb exploded at approximately 7:00 p.m. on New Year's Day in a parking lot outside of the complex housing the Nu Metro cinema at the Victoria and Alfred Waterfront in Cape Town, South Africa. Two passersby were slightly injured. A caller to a radio station later claimed responsibility for the attack on behalf of a Islamic group, but the group later disavowed any part in the action.",1,1,1,3,Unknown,0
1999,6.05519,121.001323,"01/02/1999: Suspected Abu Sayyaf Group (ASG) rebels threw grenades into a crowd that was watching fireman put out a fire in Jolo, Philippines. The attack resulted in at least 10 dead and 70 wounded. Police suspected the attack was motivated by the recent death of ASG leader, Abdurajak Abubakar Janjalani, who was killed December 18, 1998.",1,1,1,3,Abu Sayyaf Group (ASG),10
1999,,,"1/1/1999: Rebels attacked the hamlet of Oued al Aatchaane, Algeria, and slashed the throats of 22 residents.  No group claimed responsibility for the incident.",1,1,1,2,Rebels,22
1999,37.97918,23.716647,"01/03/1999: A homemade bomb exploded at a York University building, a United States institution in Athens, Greece. There were no casualties reported. Fight Against Authority claimed responsibility for the attack in an anonymous telephone call to the private Skai radio station.",1,1,1,3,Fight Against Authority,0
1999,31.239837,74.212038,"01/03/1999: A time bomb, attached to a bridge near Raiwind, Pakistan, exploded immediately before Pakistani Prime Minister Nawaz Sharif was to have passed over. Four people were killed and three were wounded in the attack, which Police called an assassination attempt. Police immediately blamed the explosion on the ethnic Muttahida Qami Movement (MQM), though MQM denied any responsibility for the attack.",1,1,1,1,Muttahida Qami Movement (MQM),4
1999,30.390635,71.003269,"01/04/1999: Four gunmen drove into a Shi'ite Islamic mosque compound in Karam Dad Qureshi, Pakistan, where they shot and killed Shia/Shi'ite worshipers completing their morning prayers. Seventeen people were killed and twenty-five people injured, several of them seriously. Authorities believed that Lashkar-e Jhangvi was responsible for the attack.",1,1,1,2,Lashkar-e-Jhangvi,17
1999,34.16047,74.555116,"01/04/1999: Reported Islamic militants fired four missiles at a police complex in Pattan, 25 kilometers north of Srinagar, India. One police officer and his wife died as a result of the attack. The family's five-year-old child was seriously injured in the attack, which also damaged several other buildings in the complex.",1,1,1,3,Unknown,2
1999,31.532569,35.099826,"01/04/1999: Gunmen opened fire on a van carrying Jewish settlers in Hebron, West Bank, injuring two Israeli women. Israeli Army officials suspected that the gunmen were Palestinian militants, whom they believed fled from the Israeli-controlled part of Hebron, where the attack occurred, into the Palestinian part of the city, where Israeli officers were not allowed to pursue them.",1,1,1,2,Unknown,0
1999,6.681959,121.985477,"01/05/1999: Six suspected Abu Sayyaf Group (ASG) rebels threw a grenade at the Queen Bee restaurant, which was frequented by Philippine soldiers, in downtown Isabela, Basilan Province, Philippines. Four people were injured by shrapnel as a result of this incident. Police believed the attacks was staged by the ASG to avenge the death of their leader Abdujarak Abubakar Janjalani, who was killed by the Philippine National Police on December 18, 1998.",1,1,1,3,Abu Sayyaf Group (ASG),0
1999,42.672479,21.163748,"01/05/1999: An explosive device, believed to be a hand grenade, was thrown by unknown perpetrators at the Cool Cafe in Pristina, Kosovo, Federal Republic of Yugoslavia (FRY). Two young men and a young woman were injured. The Cool Cafe is a Serbian cafe frequented mainly by teenagers.",1,1,1,3,Unknown,0
