iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
1973,,,No summary available,1,1,1,6,National Liberation Army of Colombia (ELN),0
1973,55.068445,-7.355583,No summary available,1,1,1,1,Ulster Freedom Fighters (UFF),2
1973,19.45,-70.7,No summary available,1,1,1,1,Red June of 14 June,0
1973,54.595455,-5.797763,No summary available,1,1,1,1,Protestant Extremists,1
1973,40.712784,-74.005941,No summary available,1,1,1,2,Black Liberation Army,1
1973,54.892986,-7.020812,No summary available,1,1,0,1,Irish Republican Army (IRA),1
1973,54.597269,-5.930109,No summary available,1,1,1,1,Irish Republican Army (IRA),1
1973,8.312931,-75.142561,No summary available,1,1,1,6,Popular Liberation Army (EPL),
1973,37.97918,23.716647,No summary available,1,1,1,2,Unknown,0
1973,37.97918,23.716647,No summary available,1,1,1,2,Unknown,0
1973,29.954649,-90.074975,"1/7/1973:  Mark Essex, a Black Revolutionary, broke into the Downtown Howard Johnson Hotel in New Orleans, Louisiana in the United States.  He proceeded to shoot and kill Robert and Elizabeth Steagall, a White couple staying in the hotel.  Essex then doused a telephone book with lighter fluid and set the Steagalls' room on fire.  Noticing the commotion, Essex was approached by Frank Schneider and Sherwood Collins, the assistant manager and general manager of the hotel respectively.  Essex shot and killed both managers in two separate incidents.  Essex then lit more hotel rooms on fire.  At this point, Essex began shooting at the policemen and firemen that approached the hotel.  He shot and killed Deputy Super Intendent Louis Sirgo, Patrolman Pail Persigo and Patrolman Philip J. Coleman Sr.  Twenty  others were wounded as well.  Finally, the police were able to force Essex to the roof of the building.  The incident did not end until Essex was shot and killed by sharpshooters positioned in a military helicopter hovering above the hotel.",1,1,1,2,Republic of New Afrika,8
1973,7.59417,-74.8119,No summary available,1,1,1,6,National Liberation Army of Colombia (ELN),
1973,48.856614,2.352222,No summary available,1,1,1,3,Black September,0
1973,50.111445,8.680615,No summary available,1,1,1,7,Unknown,0
1973,49.4447,7.769004,No summary available,1,1,1,2,Popular Front for the Liberation of Palestine (PFLP),1
1973,48.208174,16.373819,No summary available,1,1,1,2,Black September,0
1973,54.99451,-7.319996,No summary available,1,1,1,3,Irish Republican Army (IRA),2
1973,54.542956,-6.926293,No summary available,1,1,1,3,Irish Republican Army (IRA),1
1973,42.817988,-1.644184,No summary available,1,1,1,6,Basque Fatherland and Freedom (ETA),0
1973,-31.399301,-64.182129,No summary available,1,1,1,3,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),0
1973,43.627726,10.291712,No summary available,1,1,1,2,Unknown,0
1973,33.888629,35.495479,No summary available,1,1,1,3,Unknown,0
1973,54.597269,-5.930109,No summary available,1,1,0,1,Irish Republican Army (IRA),1
1973,38.983235,-77.036358,"01/18/1973: Suspected Black Muslims murdered seven people (two adults and five children) and wounded two other adults through a combination of binding, gagging, drowning, and shooting in Washington, D.C. in the United States.  The targets were Khalifa Hamaas Abdul Khaalis and his family members. Khalifa Hamaas Abdul Khaalis was a Hanafi Muslim leader who, according to the Hanafi, accused Black Muslim leader Elijah Muhammad of teaching false doctrines about Islam.",1,1,1,2,Black Muslims,7
1973,38.26386,-104.612374,"01/18/1973: Unknown assailant(s) threw two molotov cocktails through the window of a police community relations center in Pueblo, Colorado in the United States.  It is unknown whether there were any casualties or property damage in this incident.",1,1,1,7,Unknown,0
1973,41.387917,2.169919,No summary available,1,1,1,2,Iberian Liberation Movement (MIL),
1973,53.344104,-6.267494,No summary available,1,1,1,3,Ulster Volunteer Force (UVF),1
1973,-34.661076,-58.366974,No summary available,1,1,1,1,Revolutionary Armed Forces- Argentina (FAR-A),1
1973,38.89086,-90.183834,"01/22/1973: Unknown perpetrator(s) threw a molotov cocktail at the outer wall of a police station in Alton, Illinois in the United States. It is unknown whether there were any casualties or property damage in this incident.",1,1,1,7,Unknown,0
1973,18.5391667,-72.335,No summary available,1,1,1,6,Coalition of National Brigades,0
1973,15.027339,39.782691,No summary available,1,1,1,6,Eritrean Liberation Front,0
1973,35.696442,51.422974,No summary available,1,1,1,3,Mujahedin-e Khalq (MEK),0
1973,40.712784,-74.005941,No summary available,1,1,1,2,Black Liberation Army,2
1973,38.011123,46.455958,No summary available,1,1,1,3,Unknown,
1973,40.416691,-3.700345,No summary available,1,1,1,1,Black September,1
1973,34.05349,-118.245319,No summary available,1,1,1,1,Armenians,2
1973,35.696442,51.422974,No summary available,1,1,1,3,Unknown,
1973,41.387917,2.169919,No summary available,1,1,1,2,Iberian Liberation Movement (MIL),
1973,40.712784,-74.005941,No summary available,1,1,1,2,Black Liberation Army,2
1973,48.856614,2.352222,No summary available,1,1,1,3,International Revolutionary Action Group (GARI),0
1973,54.597269,-5.930109,No summary available,1,1,1,1,Protestant Extremists,1
1973,54.597269,-5.930109,No summary available,1,1,1,1,Protestant Extremists,1
