iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
1971,35.214905,-80.001234,"1/1/1971: The Mount Gilead, North Carolina, United States garage of William Chambers, the father of civil rights attorney Julius Chambers, was suspected to have been destroyed by arson.  There were no casualties  but the damages to building were estimated to be $11,000.",1,1,1,7,White Extremists,0
1971,48.139126,11.580186,No summary available,1,1,1,3,Unknown,
1971,34.0961,-117.716404,"1/5/1970: Unknown perpetrators threw a firebomb into an R.O.T.C. office at Claremont Men's College in Claremont, California, United States.  There were no casualties but the building sustained an estimated $1,000 in damages.",1,1,1,7,Student Radicals,0
1971,34.20034,-119.180439,"1/5/1971:  Unknown perpetrators bombed a military induction center in Oxnard, California, United States.  There were no casualties and it is unknown if the center sustained damages.",1,1,1,3,Left-Wing Militants,0
1971,34.05483,-117.750034,"1/6/1971: Unknown perpetrators threw a firebomb into the Camp Fire Girls Headquarters in Pomona, California, United States.  There were no casualties, however, the building was destroyed causing an estimated $50,000 in damages.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",1,1,1,7,Black Nationalists,0
1971,38.355879,38.296474,No summary available,1,1,0,3,Turkish People's Liberation Army,0
1971,-34.891151,-56.187214,No summary available,1,1,1,6,Tupamaros (Uruguay),0
1971,48.139126,11.580186,No summary available,1,1,1,3,Unknown,
1971,38.89037,-77.031959,No summary available,1,1,1,3,Jewish Defense League (JDL),0
1971,34.038254,-117.752109,"1/9/1971: Unknown perpetrators set a fire in the cafeteria at Garey High School in Pomona, California, United States.  There were no casualties but the fire caused an estimated $15,000 in damages.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",1,1,1,7,Black Nationalists,0
1971,34.055103,-117.749991,"1/9/1971:  Unknown perpetrators set a fire in the cafeteria at Hamilton Elementary School in Pomona, California, United States.  There were no casualties and only minor damages were reported.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",1,1,1,7,Black Nationalists,0
1971,-34.891151,-56.187214,No summary available,1,1,1,1,Tupamaros (Uruguay),1
1971,39.918392,32.865597,No summary available,1,1,1,2,Turkish People's Liberation Army,
1971,34.055103,-117.749991,"1/11/1971: Unknown perpetrators set a fire in the cafeteria at Hamilton Elementary School in Pomona, California, United States.  There were no injuries or fatalities and only minor damages were reported.  This attack occurred during heightened racial tensions in Pomona which included an attempted boycott of the school system.",1,1,1,7,Black Nationalists,0
1971,33.78359,-118.353879,"1/12/1971: Unknown perpetrators threw a Molotov cocktail through the front window of the Palos Verdes Peninsula Chamber of Commerce office in Rolling Hills Estates, California, United States.  There were no casualties but damage to the chamber of commerce and two businesses housed in the same facility amounted to an estimated $12,000.",1,1,1,7,Left-Wing Militants,0
1971,37.72761,-122.370261,No summary available,1,1,1,2,Black Liberation Army,1
1971,48.139126,11.580186,No summary available,1,1,1,7,Unknown,
1971,,,No summary available,1,1,1,6,Revolutionary Committee of Mozambique (COREMO),1
1971,40.712784,-74.005941,"1/15/1971: In a series of related incidents, an unknown perpetrator bombed a Marine Recruiting Station located in the National Bronx Bank Building in the Bronx, New York, United States.  Two people were injured and the bomb caused minor damage.",1,1,1,3,Left-Wing Militants,0
1971,40.78306,-73.971249,"1/15/1971: In a series of related incidents, unknown perpetrators bombed an Air Force Recruiting Station in Manhattan, New York, United States.  There were no casualties and the bomb caused minor damage.",1,1,1,3,Left-Wing Militants,0
1971,48.139126,11.580186,No summary available,1,1,1,3,Unknown,
1971,40.712784,-74.005941,No summary available,1,1,1,7,Unknown,0
1971,37.72761,-122.370261,"1/19/1971: Unknown perpetrators bombed a Housing Authority Police Station in San Francisco, California, United States.  There were no casualties but about thirty windows were shattered and power and communication lines were knocked out.",1,1,1,3,Black Nationalists,0
1971,37.781553,-122.415643,"1/19/1971: Unknown perpetrators placed a time bomb adjacent to military recruiting offices housed in the old federal building at the San Francisco Civic Center in California, United States.  The bomb was discovered and defused.",1,1,1,3,Left-Wing Militants,0
1971,41.504365,-81.690459,"1/19/1971: Unknown perpetrators firebombed the home of James Ford in Cleveland, Ohio, United States.  There were no casualties but Ford's home sustained $15,000 in damages.  Ford was an administrator at the Cuyahoga Metropolitan Housing Authority.  At the time, dissident employees of the organization were on strike.",1,1,1,7,Strikers,0
1971,,,No summary available,1,1,1,2,Unknown,
1971,39.918392,32.865597,No summary available,1,1,1,3,Turkish People's Liberation Army,0
1971,39.918392,32.865597,No summary available,1,1,0,3,Unknown,0
1971,11.583513,37.397019,No summary available,1,1,1,4,Eritrean Liberation Front,0
1971,-34.744611,-58.391732,No summary available,1,1,1,2,Peronist Armed Forces (FAP),0
1971,40.78306,-73.971249,"1/24/1971: At around 8:00 AM, a member of the Black Liberation Army flagged down a police officer driving his radio car in Manhattan, New York, United States.  When the cop pulled over, the perpetrator began stabbing the officer with a knife.  The officer then shot and killed the assailant.  That morning, the New York Times received two anonymous calls stating that a New York policeman would be killed at 8:00 AM unless the BLA received $100,000.",1,1,1,2,Black Liberation Army,1
1971,39.918392,32.865597,No summary available,1,1,1,7,Turkish People's Liberation Army,0
1971,39.918392,32.865597,No summary available,1,1,1,3,Turkish People's Liberation Army,
1971,26.714388,-80.052689,"1/26/1971: Unknown perpetrators bombed the boiler room located at the north campus of Twin Lakes High School in West Palm Beach, Florida, United States.  The explosion caused $10,000 in damages to the heating system.  Twin Lakes High School was the scene of intense racial conflict.",1,1,1,3,Black Nationalists,0
1971,-34.891151,-56.187214,No summary available,1,1,1,2,Tupamaros (Uruguay),0
1971,-34.891151,-56.187214,No summary available,1,1,1,2,Tupamaros (Uruguay),0
1971,-34.891151,-56.187214,No summary available,1,1,1,2,Tupamaros (Uruguay),0
1971,54.597269,-5.930109,No summary available,1,1,1,1,Irish Republican Army (IRA),1
1971,18.456792,-69.951164,No summary available,1,1,1,2,Tony El Pelou Band,0
1971,18.456792,-69.951164,No summary available,1,1,1,2,Tony El Pelou Band,0
1971,48.139126,11.580186,No summary available,1,1,1,3,Unknown,0
1971,39.918392,32.865597,No summary available,1,1,1,3,Turkish People's Liberation Army,
1971,34.05349,-118.245319,No summary available,1,1,1,3,Chicano Liberation Front,1
1971,-31.399301,-64.182129,No summary available,1,1,1,3,Revolutionary Armed Forces- Argentina (FAR-A),
1971,38.419723,27.133235,No summary available,1,1,1,3,Turkish People's Liberation Army,
1971,38.419723,27.133235,No summary available,1,1,0,3,Turkish People's Liberation Army,0
1971,-34.891151,-56.187214,No summary available,1,1,1,6,Tupamaros (Uruguay),
1971,37.805065,-122.273024,No summary available,1,1,0,3,BAY Bombers,
1971,35.2225,-80.837539,"2/4/1971: The Charlotte, North Carolina, United States law offices of civil rights attorney Julius Chambers were destroyed by arson.  There were no casualties in the attack.",1,1,1,7,White Extremists,0
1971,34.419255,-119.698869,No summary available,1,1,0,7,Unknown,0
1971,50.111445,8.680615,No summary available,1,1,1,3,Unknown,
1971,54.597269,-5.930109,No summary available,1,1,0,1,Irish Republican Army (IRA),1
1971,54.63797,-6.14485,No summary available,1,1,1,1,Irish Republican Extremists,1
1971,39.918392,32.865597,No summary available,1,1,0,3,Turkish People's Liberation Army,0
1971,37.146795,49.536102,No summary available,1,1,1,2,Unknown,
1971,54.452223,-7.486124,No summary available,1,1,1,3,Irish Republican Army (IRA),5
1971,26.714388,-80.052689,"2/9/1971: Unknown perpetrators placed a bomb underneath the car of Thomas H. Abbott, the principal of Twin Lakes High School in West Palm Beach, Florida, United States.  The bomb failed to explode because the timing device of the weapon malfunctioned.  Twin Lakes High School was the scene of intense racial conflict.",1,1,1,3,Black Nationalists,0
1971,39.918392,32.865597,No summary available,1,1,1,3,Turkish People's Liberation Army,0
1971,57.696994,11.9865,No summary available,1,1,1,2,Croatian Nationalists,0
1971,41.084195,-81.514059,"2/10/1971: Charles Lawrence, a member of a Neo-Nazi group, placed a dynamite bomb at the home of Ben Maidenburg in Akron, Ohio, United States.  Maidenburg was the publisher of the Akron Beacon Journal.  The bomb was discovered and subsequently removed.",1,1,1,3,Neo-Nazi Group,0
1971,10.502961,-66.917253,No summary available,1,1,1,6,Movement of the Revolutionary Left (MIR) (Venezuela),0
1971,39.918392,32.865597,No summary available,1,1,1,3,Unknown,
1971,14.596051,120.978666,No summary available,1,1,1,3,Unknown,
1971,39.918392,32.865597,No summary available,1,1,1,3,Unknown,0
1971,36.974025,-122.030954,No summary available,1,1,1,7,Unknown,0
1971,33.748315,-84.391109,"2/13/1971: James Palmer Brewer and Randy Gerald Davis bombed the Armed Forces Induction Center in Atlanta, Georgia, United States.  There were no casualties but the blast shattered hundreds of windows.",1,1,1,3,Left-Wing Militants,0
1971,40.097625,-74.857269,"2/14/1971: Five anti-war protesters broke into the Bucks County Selective Service office in Bristol, Pennsylvania, United States.  The perpetrators set fire to draft records and ransacked the office.  The interior of the office was heavily damaged and around half of the files were destroyed.",1,1,1,7,Left-Wing Militants,0
1971,39.918392,32.865597,No summary available,1,1,0,6,Turkish People's Liberation Army,0
1971,54.597269,-5.930109,No summary available,1,1,0,1,Irish Republican Army (IRA),1
1971,18.442164,-66.026298,"2/16/1971: In a series of related incidents, Puerto Rican nationalists bombed El San Juan Hotel in San Juan, Puerto Rico.  There were no casualties but the hotel sustained $5,500 in damages.",1,1,1,3,Puerto Rican Nationalists,0
1971,18.442164,-66.026298,"2/16/1971: In a series of related incidents, Puerto Rican nationalists bombed the Americana in San Juan, Puerto Rico.  There were no casualties but the hotel sustained $5,000 in damages.",1,1,1,3,Puerto Rican Nationalists,0
1971,18.466684,-66.10813,"2/16/1971: In a series of five incidents that might have been related, Puerto Rican nationalists placed a pipe bomb at the United States Coast Guard radio beacon tower in San Juan, Puerto Rico.  The bomb was discovered and deactivated two hours before it was set to detonate.",1,1,1,3,Puerto Rican Nationalists,0
