iyear,latitude,longitude,summary,crit1,crit2,crit3,attacktype1,gname,nkill
1976,41.010561,28.967632,No summary available,1,1,0,9,Armenian Secret Army for the Liberation of Armenia,
1976,39.920558,32.855518,No summary available,1,1,0,9,Armenian Secret Army for the Liberation of Armenia,
1976,38.725299,-9.150036,No summary available,1,1,1,3,Unknown,0
1976,50.111445,8.680615,No summary available,1,1,1,3,Unknown,
1976,,,No summary available,1,1,1,8,Arabs,0
1976,,,No summary available,1,1,1,6,Polisario Front,
1976,20.673343,-103.344177,No summary available,1,1,1,2,23rd of September Communist League,2
1976,36.752887,3.042048,No summary available,1,1,1,3,Unknown,
1976,48.777106,9.180769,No summary available,1,1,1,3,Croatian Nationalists,0
1976,4.601378,-74.076664,No summary available,1,1,0,2,National Liberation Army of Colombia (ELN),1
1976,54.223033,-6.486782,No summary available,1,1,1,1,Ulster Volunteer Force (UVF),3
1976,54.417699,-6.36559,No summary available,1,1,1,1,Ulster Volunteer Force (UVF),3
1976,54.62713,-6.655224,No summary available,1,1,1,1,Republican Action Force,10
1976,54.77822,-6.557964,No summary available,1,1,1,1,Irish Republican Army (IRA),1
1976,54.597269,-5.930109,No summary available,1,1,1,1,Irish Republican Army (IRA),1
1976,-32.951052,-60.666365,No summary available,1,1,1,2,Unknown,8
1976,48.856614,2.352222,No summary available,1,1,1,7,Jewish Defense League (JDL),0
1976,31.766496,35.21172,No summary available,1,1,1,3,Popular Front for the Liberation of Palestine (PFLP),0
1976,37.777125,-122.419644,No summary available,1,1,1,1,New World Liberation Front (NWLF),0
1976,54.597269,-5.930109,No summary available,1,1,1,1,Ulster Volunteer Force (UVF),1
1976,37.777125,-122.419644,No summary available,1,1,1,1,New World Liberation Front (NWLF),0
1976,,,No summary available,1,1,1,6,Basque Fatherland and Freedom (ETA),0
1976,33.83276,-117.915719,No summary available,1,1,1,3,Unknown,0
1976,-34.6037,-58.381503,No summary available,1,1,1,2,Montoneros (Argentina),
1976,51.512054,7.463573,No summary available,1,1,1,3,Croatian Nationalists,0
1976,40.416691,-3.700345,No summary available,1,1,1,3,Unknown,
1976,40.712784,-74.005941,No summary available,1,1,1,3,Jewish Armed Resistance,0
1976,40.712784,-74.005941,No summary available,1,1,1,3,Jewish Armed Resistance,0
1976,43.170017,-2.575197,No summary available,1,1,1,6,Basque Fatherland and Freedom (ETA),
1976,38.106075,-122.567889,No summary available,1,1,1,3,New World Liberation Front (NWLF),0
1976,54.597269,-5.930109,No summary available,1,1,1,3,Irish Republican Army (IRA),4
1976,3.24114,-74.35539,No summary available,1,1,1,6,Revolutionary Armed Forces of Colombia (FARC),0
1976,37.777125,-122.419644,No summary available,1,1,1,3,Red Guerilla Family,0
1976,8.449905,-75.997844,No summary available,1,1,1,2,National Liberation Army of Colombia (ELN),4
1976,54.597269,-5.930109,No summary available,1,1,1,1,Irish Republican Extremists,1
1976,54.692009,-6.6703,No summary available,1,1,1,9,Ulster Freedom Fighters (UFF),1
1976,-31.399301,-64.182129,No summary available,1,1,1,3,Unknown,0
1976,4.601378,-74.076664,No summary available,1,1,1,3,Popular Liberation Army (EPL),
1976,40.712784,-74.005941,No summary available,1,1,1,3,Jewish Armed Resistance,0
1976,43.054198,-2.178116,No summary available,1,1,1,1,Basque Fatherland and Freedom (ETA),1
